Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Core	GO:biological_process	GO:0015888	thiamine transport	146	146	140.76	0.0048
Core	GO:biological_process	GO:0015914	phospholipid transport	146	146	140.76	0.0048
Core	GO:biological_process	GO:0015951	purine ribonucleotide interconversion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0016075	rRNA catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0016093	polyprenol metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0016094	polyprenol biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0018194	peptidyl-alanine modification	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019068	virion assembly	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019262	N-acetylneuraminate catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019284	L-methionine salvage from S-adenosylmeth...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019285	glycine betaine biosynthetic process fro...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019303	D-ribose catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019336	phenol-containing compound catabolic pro...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019413	acetate biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019419	sulfate reduction	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019427	acetyl-CoA biosynthetic process from ace...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019521	D-gluconate metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019563	glycerol catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019676	ammonia assimilation cycle	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019694	alkanesulfonate metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0019695	choline metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0022417	protein maturation by protein folding	146	146	140.76	0.0048
Core	GO:biological_process	GO:0030388	fructose 1,6-bisphosphate metabolic proc...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0031162	sulfur incorporation into metallo-sulfur...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0031330	negative regulation of cellular cataboli...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0031331	positive regulation of cellular cataboli...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0031455	glycine betaine metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0031456	glycine betaine biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032048	cardiolipin metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032049	cardiolipin biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032263	GMP salvage	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032264	IMP salvage	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032298	positive regulation of DNA-dependent DNA...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032328	alanine transport	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032775	DNA methylation on adenine	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032780	negative regulation of ATPase activity	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032781	positive regulation of ATPase activity	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032784	regulation of DNA-templated transcriptio...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032790	ribosome disassembly	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032881	regulation of polysaccharide metabolic p...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0032988	ribonucleoprotein complex disassembly	146	146	140.76	0.0048
Core	GO:biological_process	GO:0033542	fatty acid beta-oxidation, unsaturated, ...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0034224	cellular response to zinc ion starvation	146	146	140.76	0.0048
Core	GO:biological_process	GO:0034337	RNA folding	146	146	140.76	0.0048
Core	GO:biological_process	GO:0035967	cellular response to topologically incor...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0036525	protein deglycation	146	146	140.76	0.0048
Core	GO:biological_process	GO:0042136	neurotransmitter biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0042357	thiamine diphosphate metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043096	purine nucleobase salvage	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043137	DNA replication, removal of RNA primer	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043242	negative regulation of protein complex d...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043467	regulation of generation of precursor me...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043471	regulation of cellular carbohydrate cata...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0043555	regulation of translation in response to...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0044003	modification by symbiont of host morphol...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0044786	cell cycle DNA replication	146	146	140.76	0.0048
Core	GO:biological_process	GO:0044787	bacterial-type DNA replication	146	146	140.76	0.0048
Core	GO:biological_process	GO:0045471	response to ethanol	146	146	140.76	0.0048
Core	GO:biological_process	GO:0045733	acetate catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0045740	positive regulation of DNA replication	146	146	140.76	0.0048
Core	GO:biological_process	GO:0045861	negative regulation of proteolysis	146	146	140.76	0.0048
Core	GO:biological_process	GO:0045912	negative regulation of carbohydrate meta...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046035	CMP metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046050	UMP catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046058	cAMP metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046075	dTTP metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046085	adenosine metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046102	inosine metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046121	deoxyribonucleoside catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046125	pyrimidine deoxyribonucleoside metabolic...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046130	purine ribonucleoside catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046168	glycerol-3-phosphate catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046177	D-gluconate catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046306	alkanesulfonate catabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046391	5-phosphoribose 1-diphosphate metabolic ...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046656	folic acid biosynthetic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0046689	response to mercury ion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051235	maintenance of location	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051238	sequestering of metal ion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051341	regulation of oxidoreductase activity	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051353	positive regulation of oxidoreductase ac...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051595	response to methylglyoxal	146	146	140.76	0.0048
Core	GO:biological_process	GO:0051651	maintenance of location in cell	146	146	140.76	0.0048
Core	GO:biological_process	GO:0052778	diacetylchitobiose metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0052779	amino disaccharide metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0060491	regulation of cell projection assembly	146	146	140.76	0.0048
Core	GO:biological_process	GO:0060567	negative regulation of DNA-templated tra...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0061687	detoxification of inorganic compound	146	146	140.76	0.0048
Core	GO:biological_process	GO:0062014	negative regulation of small molecule me...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0070873	regulation of glycogen metabolic process	146	146	140.76	0.0048
Core	GO:biological_process	GO:0071276	cellular response to cadmium ion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0071288	cellular response to mercury ion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0071934	thiamine transmembrane transport	146	146	140.76	0.0048
Core	GO:biological_process	GO:0072321	chaperone-mediated protein transport	146	146	140.76	0.0048
Core	GO:biological_process	GO:0072580	bacterial-type EF-P lysine modification	146	146	140.76	0.0048
Core	GO:biological_process	GO:0097577	sequestering of iron ion	146	146	140.76	0.0048
Core	GO:biological_process	GO:0120127	response to zinc ion starvation	146	146	140.76	0.0048
Core	GO:biological_process	GO:1901654	response to ketone	146	146	140.76	0.0048
Core	GO:biological_process	GO:1902369	negative regulation of RNA catabolic pro...	146	146	140.76	0.0048
Core	GO:biological_process	GO:1903008	organelle disassembly	146	146	140.76	0.0048
Core	GO:biological_process	GO:2000105	positive regulation of DNA-dependent DNA...	146	146	140.76	0.0048
Core	GO:biological_process	GO:2000371	regulation of DNA topoisomerase (ATP-hyd...	146	146	140.76	0.0048
Core	GO:biological_process	GO:2000372	negative regulation of DNA topoisomerase...	146	146	140.76	0.0048
Core	GO:biological_process	GO:0001731	formation of translation preinitiation c...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0002183	cytoplasmic translational initiation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006001	fructose catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006002	fructose 6-phosphate metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006007	glucose catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006208	pyrimidine nucleobase catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006432	phenylalanyl-tRNA aminoacylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006530	asparagine catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006570	tyrosine metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006571	tyrosine biosynthetic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006721	terpenoid metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0007231	osmosensory signaling pathway	145	145	139.8	0.00498
Core	GO:biological_process	GO:0007267	cell-cell signaling	145	145	139.8	0.00498
Core	GO:biological_process	GO:0008216	spermidine metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0008295	spermidine biosynthetic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0009443	pyridoxal 5'-phosphate salvage	145	145	139.8	0.00498
Core	GO:biological_process	GO:0009593	detection of chemical stimulus	145	145	139.8	0.00498
Core	GO:biological_process	GO:0010639	negative regulation of organelle organiz...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0015822	ornithine transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0015824	proline transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0015827	tryptophan transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0015828	tyrosine transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0015836	lipid-linked peptidoglycan transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0016114	terpenoid biosynthetic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0017003	protein-heme linkage	145	145	139.8	0.00498
Core	GO:biological_process	GO:0017006	protein-tetrapyrrole linkage	145	145	139.8	0.00498
Core	GO:biological_process	GO:0017013	protein flavinylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0018063	cytochrome c-heme linkage	145	145	139.8	0.00498
Core	GO:biological_process	GO:0018198	peptidyl-cysteine modification	145	145	139.8	0.00498
Core	GO:biological_process	GO:0018394	peptidyl-lysine acetylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019272	L-alanine biosynthetic process from pyru...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019353	protoporphyrinogen IX biosynthetic proce...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019365	pyridine nucleotide salvage	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019509	L-methionine salvage from methylthioaden...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019543	propionate catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019626	short-chain fatty acid catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019629	propionate catabolic process, 2-methylci...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0019679	propionate metabolic process, methylcitr...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0031297	replication fork processing	145	145	139.8	0.00498
Core	GO:biological_process	GO:0031400	negative regulation of protein modificat...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0031670	cellular response to nutrient	145	145	139.8	0.00498
Core	GO:biological_process	GO:0033043	regulation of organelle organization	145	145	139.8	0.00498
Core	GO:biological_process	GO:0033359	lysine biosynthetic process via diaminop...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0033526	tetrapyrrole biosynthetic process from g...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0034204	lipid translocation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0034983	peptidyl-lysine deacetylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0035524	proline transmembrane transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:0042852	L-alanine biosynthetic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0044355	clearance of foreign intracellular DNA	145	145	139.8	0.00498
Core	GO:biological_process	GO:0045004	DNA replication proofreading	145	145	139.8	0.00498
Core	GO:biological_process	GO:0045833	negative regulation of lipid metabolic p...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0045834	positive regulation of lipid metabolic p...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0045862	positive regulation of proteolysis	145	145	139.8	0.00498
Core	GO:biological_process	GO:0046113	nucleobase catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0050667	homocysteine metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0051055	negative regulation of lipid biosyntheti...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0051193	regulation of cofactor metabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0051409	response to nitrosative stress	145	145	139.8	0.00498
Core	GO:biological_process	GO:0051606	detection of stimulus	145	145	139.8	0.00498
Core	GO:biological_process	GO:0055070	copper ion homeostasis	145	145	139.8	0.00498
Core	GO:biological_process	GO:0055130	D-alanine catabolic process	145	145	139.8	0.00498
Core	GO:biological_process	GO:0062013	positive regulation of small molecule me...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0070417	cellular response to cold	145	145	139.8	0.00498
Core	GO:biological_process	GO:0070476	rRNA (guanine-N7)-methylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0071139	resolution of recombination intermediate...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0071475	cellular hyperosmotic salinity response	145	145	139.8	0.00498
Core	GO:biological_process	GO:0080111	DNA demethylation	145	145	139.8	0.00498
Core	GO:biological_process	GO:0089705	protein localization to outer membrane	145	145	139.8	0.00498
Core	GO:biological_process	GO:0097035	regulation of membrane lipid distributio...	145	145	139.8	0.00498
Core	GO:biological_process	GO:0099046	clearance of foreign intracellular nucle...	145	145	139.8	0.00498
Core	GO:biological_process	GO:1901873	regulation of post-translational protein...	145	145	139.8	0.00498
Core	GO:biological_process	GO:1901875	positive regulation of post-translationa...	145	145	139.8	0.00498
Core	GO:biological_process	GO:1902022	L-lysine transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:1903401	L-lysine transmembrane transport	145	145	139.8	0.00498
Core	GO:biological_process	GO:1905647	proline import across plasma membrane	145	145	139.8	0.00498
Core	GO:biological_process	GO:1990778	protein localization to cell periphery	145	145	139.8	0.00498
Core	GO:biological_process	GO:0006086	acetyl-CoA biosynthetic process from pyr...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0006486	protein glycosylation	144	144	138.83	0.00517
Core	GO:biological_process	GO:0006995	cellular response to nitrogen starvation	144	144	138.83	0.00517
Core	GO:biological_process	GO:0009101	glycoprotein biosynthetic process	144	144	138.83	0.00517
Core	GO:biological_process	GO:0010167	response to nitrate	144	144	138.83	0.00517
Core	GO:biological_process	GO:0015675	nickel cation transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0015793	glycerol transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0018364	peptidyl-glutamine methylation	144	144	138.83	0.00517
Core	GO:biological_process	GO:0030541	plasmid partitioning	144	144	138.83	0.00517
Core	GO:biological_process	GO:0032386	regulation of intracellular transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0032880	regulation of protein localization	144	144	138.83	0.00517
Core	GO:biological_process	GO:0033157	regulation of intracellular protein tran...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0034635	glutathione transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0034775	glutathione transmembrane transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0035444	nickel cation transmembrane transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0042128	nitrate assimilation	144	144	138.83	0.00517
Core	GO:biological_process	GO:0042780	tRNA 3'-end processing	144	144	138.83	0.00517
Core	GO:biological_process	GO:0043413	macromolecule glycosylation	144	144	138.83	0.00517
Core	GO:biological_process	GO:0043562	cellular response to nitrogen levels	144	144	138.83	0.00517
Core	GO:biological_process	GO:0043628	ncRNA 3'-end processing	144	144	138.83	0.00517
Core	GO:biological_process	GO:0043953	protein transport by the Tat complex	144	144	138.83	0.00517
Core	GO:biological_process	GO:0044070	regulation of anion transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0051223	regulation of protein transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0060341	regulation of cellular localization	144	144	138.83	0.00517
Core	GO:biological_process	GO:0061504	cyclic threonylcarbamoyladenosine biosyn...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0070201	regulation of establishment of protein l...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0071249	cellular response to nitrate	144	144	138.83	0.00517
Core	GO:biological_process	GO:0071250	cellular response to nitrite	144	144	138.83	0.00517
Core	GO:biological_process	GO:0071467	cellular response to pH	144	144	138.83	0.00517
Core	GO:biological_process	GO:0072503	cellular divalent inorganic cation homeo...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0072507	divalent inorganic cation homeostasis	144	144	138.83	0.00517
Core	GO:biological_process	GO:0080033	response to nitrite	144	144	138.83	0.00517
Core	GO:biological_process	GO:0090087	regulation of peptide transport	144	144	138.83	0.00517
Core	GO:biological_process	GO:0090313	regulation of protein targeting to membr...	144	144	138.83	0.00517
Core	GO:biological_process	GO:1902170	cellular response to reactive nitrogen s...	144	144	138.83	0.00517
Core	GO:biological_process	GO:1903533	regulation of protein targeting	144	144	138.83	0.00517
Core	GO:biological_process	GO:1903827	regulation of cellular protein localizat...	144	144	138.83	0.00517
Core	GO:biological_process	GO:1903959	regulation of anion transmembrane transp...	144	144	138.83	0.00517
Core	GO:biological_process	GO:1905475	regulation of protein localization to me...	144	144	138.83	0.00517
Core	GO:biological_process	GO:0015672	monovalent inorganic cation transport	4334	4209	4178.48	0.00524
Core	GO:biological_process	GO:0031325	positive regulation of cellular metaboli...	4794	4654	4621.97	0.00529
Core	GO:biological_process	GO:0009271	phage shock	143	143	137.87	0.00536
Core	GO:biological_process	GO:0030243	cellulose metabolic process	143	143	137.87	0.00536
Core	GO:biological_process	GO:0030244	cellulose biosynthetic process	143	143	137.87	0.00536
Core	GO:biological_process	GO:0033212	iron assimilation	143	143	137.87	0.00536
Core	GO:biological_process	GO:0034764	positive regulation of transmembrane tra...	143	143	137.87	0.00536
Core	GO:biological_process	GO:0034767	positive regulation of ion transmembrane...	143	143	137.87	0.00536
Core	GO:biological_process	GO:0043270	positive regulation of ion transport	143	143	137.87	0.00536
Core	GO:biological_process	GO:0046678	response to bacteriocin	143	143	137.87	0.00536
Core	GO:biological_process	GO:0051050	positive regulation of transport	143	143	137.87	0.00536
Core	GO:biological_process	GO:0071237	cellular response to bacteriocin	143	143	137.87	0.00536
Core	GO:biological_process	GO:0090540	bacterial cellulose biosynthetic process	143	143	137.87	0.00536
Core	GO:biological_process	GO:0098586	cellular response to virus	143	143	137.87	0.00536
Core	GO:biological_process	GO:1901653	cellular response to peptide	143	143	137.87	0.00536
Core	GO:biological_process	GO:0002101	tRNA wobble cytosine modification	142	142	136.9	0.00556
Core	GO:biological_process	GO:0015942	formate metabolic process	142	142	136.9	0.00556
Core	GO:biological_process	GO:0019660	glycolytic fermentation	142	142	136.9	0.00556
Core	GO:biological_process	GO:0019664	mixed acid fermentation	142	142	136.9	0.00556
Core	GO:biological_process	GO:0019666	nitrogenous compound fermentation	142	142	136.9	0.00556
Core	GO:biological_process	GO:0036460	cellular response to cell envelope stres...	142	142	136.9	0.00556
Core	GO:biological_process	GO:0042914	colicin transport	142	142	136.9	0.00556
Core	GO:biological_process	GO:0046209	nitric oxide metabolic process	142	142	136.9	0.00556
Core	GO:biological_process	GO:0046210	nitric oxide catabolic process	142	142	136.9	0.00556
Core	GO:biological_process	GO:0046874	quinolinate metabolic process	142	142	136.9	0.00556
Core	GO:biological_process	GO:0051271	negative regulation of cellular componen...	142	142	136.9	0.00556
Core	GO:biological_process	GO:0070329	tRNA seleno-modification	142	142	136.9	0.00556
Core	GO:biological_process	GO:1902201	negative regulation of bacterial-type fl...	142	142	136.9	0.00556
Core	GO:biological_process	GO:2000146	negative regulation of cell motility	142	142	136.9	0.00556
Core	GO:biological_process	GO:0019523	L-idonate metabolic process	141	141	135.94	0.00577
Core	GO:biological_process	GO:0046183	L-idonate catabolic process	141	141	135.94	0.00577
Core	GO:biological_process	GO:0009057	macromolecule catabolic process	3966	3852	3823.68	0.00664
Core	GO:biological_process	GO:0032268	regulation of cellular protein metabolic...	2771	2695	2671.56	0.00724
Core	GO:biological_process	GO:0006534	cysteine metabolic process	744	729	717.3	0.00908
Core	GO:biological_process	GO:0051173	positive regulation of nitrogen compound...	4721	4581	4551.59	0.00926
Core	GO:biological_process	GO:0019540	siderophore biosynthetic process from ca...	364	359	350.94	0.00929
Core	GO:biological_process	GO:0006768	biotin metabolic process	594	583	572.68	0.0098
Core	GO:biological_process	GO:0009102	biotin biosynthetic process	594	583	572.68	0.0098
Core	GO:biological_process	GO:0031323	regulation of cellular metabolic process	15251	14754	14703.73	0.01016
Core	GO:biological_process	GO:0000162	tryptophan biosynthetic process	591	580	569.79	0.01039
Core	GO:biological_process	GO:0042435	indole-containing compound biosynthetic ...	591	580	569.79	0.01039
Core	GO:biological_process	GO:0046219	indolalkylamine biosynthetic process	591	580	569.79	0.01039
Core	GO:biological_process	GO:0048523	negative regulation of cellular process	7796	7553	7516.25	0.01045
Core	GO:biological_process	GO:0071705	nitrogen compound transport	10566	10229	10186.85	0.01081
Core	GO:biological_process	GO:0006576	cellular biogenic amine metabolic proces...	1638	1596	1579.22	0.01183
Core	GO:biological_process	GO:0030001	metal ion transport	3206	3114	3090.95	0.01309
Core	GO:biological_process	GO:0015871	choline transport	221	219	213.07	0.01329
Core	GO:biological_process	GO:0017148	negative regulation of translation	1497	1459	1443.28	0.01345
Core	GO:biological_process	GO:0034249	negative regulation of cellular amide me...	1497	1459	1443.28	0.01345
Core	GO:biological_process	GO:0006144	purine nucleobase metabolic process	220	218	212.11	0.01367
Core	GO:biological_process	GO:0080090	regulation of primary metabolic process	15181	14684	14636.24	0.01369
Core	GO:biological_process	GO:0060255	regulation of macromolecule metabolic pr...	15477	14969	14921.62	0.01504
Core	GO:biological_process	GO:0035556	intracellular signal transduction	2084	2027	2009.22	0.0172
Core	GO:biological_process	GO:0043901	negative regulation of multi-organism pr...	296	292	285.38	0.01786
Core	GO:biological_process	GO:1900191	negative regulation of single-species bi...	296	292	285.38	0.01786
Core	GO:biological_process	GO:0000725	recombinational repair	668	654	644.03	0.01826
Core	GO:biological_process	GO:0009240	isopentenyl diphosphate biosynthetic pro...	295	291	284.41	0.0183
Core	GO:biological_process	GO:0044728	DNA methylation or demethylation	295	291	284.41	0.0183
Core	GO:biological_process	GO:0046490	isopentenyl diphosphate metabolic proces...	295	291	284.41	0.0183
Core	GO:biological_process	GO:0009615	response to virus	292	288	281.52	0.01968
Core	GO:biological_process	GO:0044273	sulfur compound catabolic process	445	437	429.03	0.0205
Core	GO:biological_process	GO:0000918	division septum site selection	147	146	141.72	0.03
Core	GO:biological_process	GO:0001932	regulation of protein phosphorylation	147	146	141.72	0.03
Core	GO:biological_process	GO:0006203	dGTP catabolic process	147	146	141.72	0.03
Core	GO:biological_process	GO:0006282	regulation of DNA repair	147	146	141.72	0.03
Core	GO:biological_process	GO:0009151	purine deoxyribonucleotide metabolic pro...	147	146	141.72	0.03
Core	GO:biological_process	GO:0009155	purine deoxyribonucleotide catabolic pro...	147	146	141.72	0.03
Core	GO:biological_process	GO:0009215	purine deoxyribonucleoside triphosphate ...	147	146	141.72	0.03
Core	GO:biological_process	GO:0009217	purine deoxyribonucleoside triphosphate ...	147	146	141.72	0.03
Core	GO:biological_process	GO:0010948	negative regulation of cell cycle proces...	147	146	141.72	0.03
Core	GO:biological_process	GO:0015969	guanosine tetraphosphate metabolic proce...	147	146	141.72	0.03
Core	GO:biological_process	GO:0018105	peptidyl-serine phosphorylation	147	146	141.72	0.03
Core	GO:biological_process	GO:0032271	regulation of protein polymerization	147	146	141.72	0.03
Core	GO:biological_process	GO:0032272	negative regulation of protein polymeriz...	147	146	141.72	0.03
Core	GO:biological_process	GO:0032329	serine transport	147	146	141.72	0.03
Core	GO:biological_process	GO:0032466	negative regulation of cytokinesis	147	146	141.72	0.03
Core	GO:biological_process	GO:0034035	purine ribonucleoside bisphosphate metab...	147	146	141.72	0.03
Core	GO:biological_process	GO:0042325	regulation of phosphorylation	147	146	141.72	0.03
Core	GO:biological_process	GO:0043488	regulation of mRNA stability	147	146	141.72	0.03
Core	GO:biological_process	GO:0043547	positive regulation of GTPase activity	147	146	141.72	0.03
Core	GO:biological_process	GO:0043549	regulation of kinase activity	147	146	141.72	0.03
Core	GO:biological_process	GO:0045786	negative regulation of cell cycle	147	146	141.72	0.03
Core	GO:biological_process	GO:0045859	regulation of protein kinase activity	147	146	141.72	0.03
Core	GO:biological_process	GO:0046070	dGTP metabolic process	147	146	141.72	0.03
Core	GO:biological_process	GO:0046080	dUTP metabolic process	147	146	141.72	0.03
Core	GO:biological_process	GO:0046081	dUTP catabolic process	147	146	141.72	0.03
Core	GO:biological_process	GO:0051338	regulation of transferase activity	147	146	141.72	0.03
Core	GO:biological_process	GO:0061013	regulation of mRNA catabolic process	147	146	141.72	0.03
Core	GO:biological_process	GO:0080135	regulation of cellular response to stres...	147	146	141.72	0.03
Core	GO:biological_process	GO:2001020	regulation of response to DNA damage sti...	147	146	141.72	0.03
Core	GO:biological_process	GO:0006226	dUMP biosynthetic process	146	145	140.76	0.03094
Core	GO:biological_process	GO:0010562	positive regulation of phosphorus metabo...	146	145	140.76	0.03094
Core	GO:biological_process	GO:0010810	regulation of cell-substrate adhesion	146	145	140.76	0.03094
Core	GO:biological_process	GO:0030155	regulation of cell adhesion	146	145	140.76	0.03094
Core	GO:biological_process	GO:0042759	long-chain fatty acid biosynthetic proce...	146	145	140.76	0.03094
Core	GO:biological_process	GO:0045937	positive regulation of phosphate metabol...	146	145	140.76	0.03094
Core	GO:biological_process	GO:0046078	dUMP metabolic process	146	145	140.76	0.03094
Core	GO:biological_process	GO:0071229	cellular response to acid chemical	145	144	139.8	0.03191
Core	GO:biological_process	GO:0000101	sulfur amino acid transport	667	652	643.07	0.03267
Core	GO:biological_process	GO:0009719	response to endogenous stimulus	144	143	138.83	0.0329
Core	GO:biological_process	GO:0031346	positive regulation of cell projection o...	144	143	138.83	0.0329
Core	GO:biological_process	GO:0071417	cellular response to organonitrogen comp...	144	143	138.83	0.0329
